Year,Round,BS,WS,BS_vs_WS,Seed_Diff,BS_Rev,BS_RankWins,BS_RankGames,BS_RankWinPct,WS_RankWins,WS_RankGames,WS_RankWinPct,BS_ScoMar,WS_ScoMar,ScoMar_Diff,BS_ATRatio,WS_ATRatio,ATRatio_Diff,BS_OppATRatio,WS_OppATRatio,OppATRatio_Diff,BS_ATRatioDiff_Ovr,WS_ATRatioDiff_Ovr,ATRatio_Diff_Ovr,BS_OffEff,WS_OffEff,OffEff_Diff,BS_DefEff,WS_DefEff,DefEff_Diff,BS_EffDiff_Ovr,WS_EffDiff_Ovr,EffDiff_Ovr
2019,4,Virginia,Purdue,0,2,13400721,8,11,0.727,4,9,0.444,15.3,9.4,5.9,1.591,1.36,0.231,0.818,0.993,-0.175,0.773,0.367,0.406,1.141,1.123,0.018,0.896,0.985,-0.089,0.245,0.138,0.107
2019,4,Kentucky,Auburn,1,3,38829651,5,9,0.556,3,8,0.375,11.1,9.9,1.2,1.075,1.22,-0.145,0.911,0.723,0.188,0.164,0.497,-0.333,1.1,1.115,-0.015,0.939,0.976,-0.037,0.161,0.139,0.022
2019,5,Michigan St,Texas Tech,1,1,23808250,10,11,0.909,2,4,0.500,12.6,13.3,-0.7,1.452,1.09,0.362,1.181,0.635,0.546,0.271,0.455,-0.184,1.107,1.052,0.055,0.927,0.86,0.067,0.18,0.192,-0.012
2019,5,Virginia,Auburn,0,4,13400721,8,11,0.727,3,8,0.375,15.3,9.9,5.4,1.591,1.22,0.371,0.818,0.723,0.095,0.773,0.497,0.276,1.141,1.115,0.026,0.896,0.976,-0.08,0.245,0.139,0.106
2019,6,Virginia,Texas Tech,0,2,13400721,8,11,0.727,2,4,0.500,15.3,13.3,2.0,1.591,1.09,0.501,0.818,0.635,0.183,0.773,0.455,0.318,1.141,1.052,0.089,0.896,0.86,0.036,0.245,0.192,0.053
2023,1,Alabama,Texas A&M CC,0,15,19047972,7,11,0.636,0,1,0.000,13.5,4.5,9,1.084,1.158,-0.074,0.839,0.993,-0.154,0.245,0.165,0.08,1.074,1.073,0.001,0.896,1.012,-0.116,0.178,0.061,0.117
2023,1,Arizona,Princeton,1,13,23287417,5,7,0.714,0,0,0.000,10.7,5.7,5,1.415,1.138,0.277,1.028,1.106,-0.078,0.387,0.032,0.355,1.103,1.061,0.042,0.958,0.979,-0.021,0.145,0.082,0.063
2023,1,Baylor,UCSB,0,11,13308914,5,10,0.500,0,0,0.000,6.8,5.3,1.5,1.169,1.239,-0.07,1.124,0.96,0.164,0.045,0.279,-0.234,1.105,1.065,0.04,1.008,0.985,0.023,0.097,0.08,0.017
2023,1,Virginia,Furman,1,9,14598575,3,6,0.500,0,0,0.000,7.3,7.8,-0.5,1.847,1.465,0.382,0.933,0.91,0.023,0.914,0.555,0.359,1.058,1.124,-0.066,0.944,1.013,-0.069,0.114,0.111,0.003
2023,1,San Diego State,College of Charleston,0,7,9712945,0,2,0.000,0,1,0.000,6.9,12.4,-5.5,1.091,1.126,-0.035,0.821,0.842,-0.021,0.27,0.284,-0.014,1.032,1.093,-0.061,0.931,0.923,0.008,0.101,0.17,-0.069
2023,1,Creighton,NC State,0,5,13170033,5,12,0.417,2,4,0.500,8,6.9,1.1,1.354,1.353,0.001,1.226,0.875,0.351,0.128,0.478,-0.35,1.08,1.087,-0.007,0.967,0.99,-0.023,0.113,0.097,0.016
2023,1,Missouri,Utah State,0,3,12245894,6,10,0.600,0,2,0.000,4.5,7.4,-2.9,1.431,1.355,0.076,0.861,1.075,-0.214,0.57,0.28,0.29,1.099,1.095,0.004,1.036,0.99,0.046,0.063,0.105,-0.042
2023,1,Maryland,West Virginia,0,1,13543625,5,9,0.556,4,12,0.333,6.2,5.1,1.1,1.067,1.002,0.065,0.923,0.847,0.076,0.144,0.155,-0.011,1.057,1.068,-0.011,0.962,0.997,-0.035,0.095,0.071,0.024
2023,1,Purdue,Fairleigh Dickinson,1,15,18911360,3,5,0.600,0,0,0.000,9.9,0.9,9,1.397,1.235,0.162,1.245,1.029,0.216,0.152,0.206,-0.054,1.102,1.063,0.039,0.952,1.051,-0.099,0.15,0.012,0.138
2023,1,Marquette,Vermont,0,13,23422126,7,9,0.778,0,0,0.000,9.1,4.8,4.3,1.617,1.463,0.154,0.937,1.014,-0.077,0.68,0.449,0.231,1.105,1.072,0.033,0.979,1.001,-0.022,0.126,0.071,0.055
2023,1,Kansas State,Montana State,0,11,10163782,5,12,0.417,0,1,0.000,6.3,3.6,2.7,1.224,0.990,0.234,0.909,0.698,0.211,0.315,0.292,0.023,1.038,1.027,0.011,0.952,0.974,-0.022,0.086,0.053,0.033
2023,1,Tennessee,Lousiana,0,9,16069180,5,8,0.625,0,1,0.000,12.9,4.8,8.1,1.394,1.13,0.264,0.674,0.872,-0.198,0.72,0.258,0.462,1.046,1.068,-0.022,0.856,1,-0.144,0.19,0.068,0.122
2023,1,Duke,Oral Roberts,0,7,45108538,4,8,0.500,0,1,0.000,8.4,11.4,-3,1.218,1.522,-0.304,1.026,0.976,0.05,0.192,0.546,-0.354,1.072,1.132,-0.06,0.947,0.973,-0.026,0.125,0.159,-0.034
2023,1,Kentucky,Providence,0,5,22667255,2,6,0.333,2,8,0.250,6.7,6.3,0.4,1.28,1.245,0.035,1.055,1.083,-0.028,0.225,0.162,0.063,1.079,1.087,-0.008,0.982,0.998,-0.016,0.097,0.089,0.008
2023,1,Michigan State,USC,0,3,26270974,4,8,0.500,2,6,0.333,3,5.1,-2.1,1.343,1.085,0.258,1.338,1.067,0.271,0.005,0.018,-0.013,1.044,1.028,0.016,1,0.956,0.044,0.044,0.072,-0.028
2023,1,Memphis,Florida Atlantic,1,1,13735823,2,5,0.400,0,0,0.000,7.6,11.6,-4,1.169,1.212,-0.043,0.885,0.685,0.2,0.284,0.527,-0.243,1.06,1.102,-0.042,0.959,0.936,0.023,0.101,0.166,-0.065
2023,1,Houston,Northern Kentucky,0,15,9764326,1,2,0.500,0,0,0.000,17.4,2.1,15.3,1.474,1.166,0.308,0.743,0.925,-0.182,0.731,0.241,0.49,1.124,1.016,0.108,0.863,0.984,-0.121,0.261,0.032,0.229
2023,1,Texas,Colgate,0,13,23637212,8,15,0.533,0,1,0.000,10.1,8.1,2,1.399,1.761,-0.362,0.708,1.211,-0.503,0.691,0.55,0.141,1.081,1.125,-0.044,0.94,1.008,-0.068,0.141,0.117,0.024
2023,1,Xavier,Kennesaw State,0,11,16067816,6,11,0.545,0,1,0.000,6.9,2.7,4.2,1.536,1.123,0.413,1.249,0.86,0.389,0.287,0.263,0.024,1.099,1.025,0.074,1.006,0.988,0.018,0.093,0.037,0.056
2023,1,Indiana,Kent State,0,9,25955324,5,7,0.714,0,2,0.000,6.1,8.8,-2.7,1.323,1.075,0.248,1.043,0.733,0.31,0.28,0.342,-0.062,1.069,1.055,0.014,0.982,0.932,0.05,0.087,0.123,-0.036
2023,1,Miami,Drake,0,7,9978355,3,4,0.750,1,1,1.000,7.1,9,-1.9,1.305,1.244,0.061,1.164,0.855,0.309,0.141,0.389,-0.248,1.12,1.057,0.063,1.019,0.928,0.091,0.101,0.129,-0.028
2023,1,Iowa State,Pittsburgh,1,5,15676249,9,14,0.643,3,7,0.429,5,5.4,-0.4,1.07,1.273,-0.203,0.712,1.18,-0.468,0.358,0.093,0.265,0.999,1.08,-0.081,0.926,1.003,-0.077,0.073,0.077,-0.004
2023,1,Texas A&M,Penn State,1,3,12877530,4,5,0.800,3,6,0.500,6.3,4,2.3,1.023,1.53,-0.507,0.943,1.621,-0.678,0.08,-0.091,0.171,1.061,1.088,-0.027,0.968,1.028,-0.06,0.093,0.06,0.033
2023,1,Iowa,Auburn,1,1,14301250,3,5,0.600,2,5,0.400,5.4,5.1,0.3,1.665,1.157,0.508,1.127,0.86,0.267,0.538,0.297,0.241,1.115,1.03,0.085,1.04,0.958,0.082,0.075,0.072,0.003
2023,1,Kansas,Howard,0,15,17126971,5,13,0.385,0,1,0.000,7.4,0.1,7.3,1.329,0.887,0.442,0.788,0.843,-0.055,0.541,0.044,0.497,1.046,1.001,0.045,0.944,1,-0.056,0.102,0.001,0.101
2023,1,UCLA,UNC Asheville,0,13,12891320,3,7,0.429,0,1,0.000,13.5,2.6,10.9,1.45,0.887,0.563,0.712,0.971,-0.259,0.738,-0.084,0.822,1.078,1.016,0.062,0.882,0.979,-0.097,0.196,0.037,0.159
2023,1,Gonzaga,Grand Canyon,0,11,17060871,4,8,0.500,0,0,0.000,10.9,3.2,7.7,1.495,0.96,0.535,0.98,1.057,-0.077,0.515,-0.097,0.612,1.162,1.054,0.108,1.013,1.008,0.005,0.149,0.046,0.103
2023,1,UConn,Iona,0,9,24055088,3,7,0.429,0,0,0.000,14.4,10.4,4,1.36,1.425,-0.065,0.724,0.852,-0.128,0.636,0.573,0.063,1.12,1.082,0.038,0.914,0.934,-0.02,0.206,0.148,0.058
2023,1,Saint Marys,VCU,0,7,5077952,1,5,0.200,0,0,0.000,10.2,7.9,2.3,1.176,0.974,0.202,0.65,0.708,-0.058,0.526,0.266,0.26,1.071,1.014,0.057,0.915,0.901,0.014,0.156,0.113,0.043
2023,1,TCU,Arizona State,0,5,12670472,6,13,0.462,2,6,0.333,6.8,3.1,3.7,1.358,1.22,0.138,0.891,0.907,-0.016,0.467,0.313,0.154,1.038,0.991,0.047,0.943,0.948,-0.005,0.095,0.043,0.052
2023,1,Northwestern,Boise State,0,3,12188897,3,5,0.600,1,2,0.500,5,6.6,-1.6,1.327,0.989,0.338,0.966,0.913,0.053,0.361,0.076,0.285,1.011,1.04,-0.029,0.937,0.944,-0.007,0.074,0.096,-0.022
2023,1,Arkansas,Illinois,0,1,24094372,2,10,0.200,5,9,0.556,6.1,7.2,-1.1,1.009,0.96,0.049,0.736,0.823,-0.087,0.273,0.137,0.136,1.027,1.036,-0.009,0.942,0.936,0.006,0.085,0.1,-0.015
2023,2,Alabama,Maryland,0,7,19047972,7,11,0.636,5,9,0.556,13.5,6.2,7.3,1.084,1.067,0.017,0.839,0.923,-0.084,0.245,0.144,0.101,1.074,1.057,0.017,0.896,0.962,-0.066,0.178,0.095,0.083
2023,2,Missouri,Princeton,1,8,12245894,6,10,0.600,0,0,0.000,4.5,5.7,-1.2,1.431,1.138,0.293,0.861,1.106,-0.245,0.57,0.032,0.538,1.099,1.061,0.038,1.036,0.979,0.057,0.063,0.082,-0.019
2023,2,Baylor,Creighton,1,3,13308914,5,10,0.500,5,12,0.417,6.8,8,-1.2,1.169,1.354,-0.185,1.124,1.226,-0.102,0.045,0.128,-0.083,1.105,1.08,0.025,1.008,0.967,0.041,0.097,0.113,-0.016
2023,2,San Diego State,Furman,0,8,9712945,0,2,0.000,0,0,0.000,6.9,7.8,-0.9,1.091,1.465,-0.374,0.821,0.91,-0.089,0.27,0.555,-0.285,1.032,1.124,-0.092,0.931,1.013,-0.082,0.101,0.111,-0.01
2023,2,Florida Atlantic,Fairleigh Dickinson,0,7,2694834,0,0,0.000,0,0,0.000,11.6,0.9,10.7,1.212,1.235,-0.023,0.685,1.029,-0.344,0.527,0.206,0.321,1.102,1.063,0.039,0.936,1.051,-0.115,0.166,0.012,0.154
2023,2,Marquette,Michigan State,1,5,23422126,7,9,0.778,4,8,0.500,9.1,3,6.1,1.617,1.343,0.274,0.937,1.338,-0.401,0.68,0.005,0.675,1.105,1.044,0.061,0.979,1,-0.021,0.126,0.044,0.082
2023,2,Kansas State,Kentucky,0,3,10163782,5,12,0.417,2,6,0.333,6.3,6.7,-0.4,1.224,1.28,-0.056,0.909,1.055,-0.146,0.315,0.225,0.090,1.038,1.079,-0.041,0.952,0.982,-0.030,0.086,0.097,-0.011
2023,2,Tennessee,Duke,0,1,16069180,5,8,0.625,4,8,0.500,12.9,8.4,4.5,1.394,1.218,0.176,0.674,1.026,-0.352,0.72,0.192,0.528,1.046,1.072,-0.026,0.856,0.947,-0.091,0.19,0.125,0.065
2023,2,Houston,Auburn,0,8,9764326,1,2,0.500,2,5,0.400,17.4,5.1,12.3,1.474,1.157,0.317,0.743,0.86,-0.117,0.731,0.297,0.434,1.124,1.03,0.094,0.863,0.958,-0.095,0.261,0.072,0.189
2023,2,Texas,Penn State,0,8,23637212,8,15,0.533,3,6,0.500,10.1,4,6.1,1.399,1.53,-0.131,0.708,1.621,-0.913,0.691,-0.091,0.782,1.081,1.088,-0.007,0.94,1.028,-0.088,0.141,0.06,0.081
2023,2,Xavier,Pittsburgh,0,8,16067816,6,11,0.545,3,7,0.429,6.9,5.4,1.5,1.536,1.273,0.263,1.249,1.18,0.069,0.287,0.093,0.194,1.099,1.08,0.019,1.006,1.003,0.003,0.093,0.077,0.016
2023,2,Indiana,Miami,1,1,25955324,5,7,0.714,3,4,0.750,6.1,7.1,-1,1.323,1.305,0.018,1.043,1.164,-0.121,0.28,0.141,0.139,1.069,1.12,-0.051,0.982,1.019,-0.037,0.087,0.101,-0.014
2023,2,Kansas,Arkansas,1,7,17126971,5,13,0.385,2,10,0.200,7.4,6.1,1.3,1.329,1.009,0.32,0.788,0.736,0.052,0.541,0.273,0.268,1.046,1.027,0.019,0.944,0.942,0.002,0.102,0.085,0.017
2023,2,UCLA,Northwestern,0,5,12891320,3,7,0.429,3,5,0.600,13.5,5,8.5,1.45,1.327,0.123,0.712,0.966,-0.254,0.738,0.361,0.377,1.078,1.011,0.067,0.882,0.937,-0.055,0.196,0.074,0.122
2023,2,Gonzaga,TCU,0,3,17060871,4,8,0.500,6,13,0.462,10.9,6.8,4.1,1.495,1.358,0.137,0.98,0.891,0.089,0.515,0.467,0.048,1.162,1.038,0.124,1.013,0.943,0.07,0.149,0.095,0.054
2023,2,UConn,Saint Marys,0,1,24055088,3,7,0.429,1,5,0.200,14.4,10.2,4.2,1.36,1.176,0.184,0.724,0.65,0.074,0.636,0.526,0.11,1.12,1.071,0.049,0.914,0.915,-0.001,0.206,0.156,0.05
2023,3,Alabama,San Diego State,1,4,19047972,7,11,0.636,0,2,0.000,13.5,6.9,6.6,1.084,1.091,-0.007,0.839,0.821,0.018,0.245,0.27,-0.025,1.074,1.032,0.042,0.896,0.931,-0.035,0.178,0.101,0.077
2023,3,Creighton,Princeton,0,9,13170033,5,12,0.417,0,0,0.000,8,5.7,2.3,1.354,1.138,0.216,1.226,1.106,0.12,0.128,0.032,0.096,1.08,1.061,0.019,0.967,0.979,-0.012,0.113,0.082,0.031
2023,3,Tennessee,Florida Atlantic,1,5,16069180,5,8,0.625,0,0,0.000,12.9,11.6,1.3,1.394,1.212,0.182,0.674,0.685,-0.011,0.72,0.527,0.193,1.046,1.102,-0.056,0.856,0.936,-0.08,0.19,0.166,0.024
2023,3,Kansas State,Michigan State,0,4,10163782,5,12,0.417,4,8,0.500,6.3,3,3.3,1.224,1.343,-0.119,0.909,1.338,-0.429,0.315,0.005,0.310,1.038,1.044,-0.006,0.952,1,-0.048,0.086,0.044,0.042
2023,3,Houston,Miami,1,4,9764326,1,2,0.500,3,4,0.750,17.4,7.1,10.3,1.474,1.305,0.169,0.743,1.164,-0.421,0.731,0.141,0.59,1.124,1.12,0.004,0.863,1.019,-0.156,0.261,0.101,0.16
2023,3,Texas,Xavier,0,1,23637212,8,15,0.533,6,11,0.545,10.1,6.9,3.2,1.399,1.536,-0.137,0.708,1.249,-0.541,0.691,0.287,0.404,1.081,1.099,-0.018,0.94,1.006,-0.066,0.141,0.093,0.048
2023,3,UConn,Arkansas,0,4,24055088,3,7,0.429,2,10,0.200,14.4,6.1,8.3,1.36,1.009,0.351,0.724,0.736,-0.012,0.636,0.273,0.363,1.12,1.027,0.093,0.914,0.942,-0.028,0.206,0.085,0.121
2023,3,UCLA,Gonzaga,1,1,12891320,3,7,0.429,4,8,0.500,13.5,10.9,2.6,1.45,1.495,-0.045,0.712,0.98,-0.268,0.738,0.515,0.223,1.078,1.162,-0.084,0.882,1.013,-0.131,0.196,0.149,0.047
2023,4,San Diego State,Creighton,0,1,9712945,0,2,0.000,5,12,0.417,6.9,8,-1.1,1.091,1.354,-0.263,0.821,1.226,-0.405,0.27,0.128,0.142,1.032,1.08,-0.048,0.931,0.967,-0.036,0.101,0.113,-0.012
2023,4,Kansas State,Florida Atlantic,1,6,10163782,5,12,0.417,0,0,0.000,6.3,11.6,-5.3,1.224,1.212,0.012,0.909,0.685,0.224,0.315,0.527,-0.212,1.038,1.102,-0.064,0.952,0.936,0.016,0.086,0.166,-0.080
2023,4,Texas,Miami,1,3,23637212,8,15,0.533,3,4,0.750,10.1,7.1,3,1.399,1.305,0.094,0.708,1.164,-0.456,0.691,0.141,0.55,1.081,1.12,-0.039,0.94,1.019,-0.079,0.141,0.101,0.04
2023,4,Gonzaga,UConn,1,1,17060871,4,8,0.500,3,7,0.429,10.9,14.4,-3.5,1.495,1.36,0.135,0.98,0.724,0.256,0.515,0.636,-0.121,1.162,1.12,0.042,1.013,0.914,0.099,0.149,0.206,-0.057
2023,5,San Diego State,Florida Atlantic,0,4,9712945,0,2,0.000,0,0,0.000,6.9,11.6,-4.7,1.091,1.212,-0.121,0.821,0.685,0.136,0.27,0.527,-0.257,1.032,1.102,-0.07,0.931,0.936,-0.005,0.101,0.166,-0.065
2023,5,UConn,Miami,0,1,24055088,3,7,0.429,3,4,0.750,14.4,7.1,7.3,1.36,1.305,0.055,0.724,1.164,-0.44,0.636,0.141,0.495,1.12,1.032,0.088,0.914,1.019,-0.105,0.206,0.013,0.193
2023,6,UConn,San Diego State,0,1,24055088,3,7,0.429,0,2,0.000,14.4,6.9,7.5,1.36,1.091,0.269,0.724,0.821,-0.097,0.636,0.27,0.366,1.12,1.032,0.088,0.914,0.931,-0.017,0.206,0.101,0.105
